,SUBDIVISION,YEAR,ANNUAL PRECIPITATION,QUARTER,PRECIPITATION,SEVERITY1,TERRAIN,CLIMATE,SEVERITY
717,CHHATTISGARH,2015,1117.6,Mar-May,71.2,0,Hilly,Tropical,0
718,CHHATTISGARH,2015,1117.6,Jun-Sep,1009.7,0,Hilly,Tropical,1
719,CHHATTISGARH,2015,1117.6,Oct-Dec,19.7,0,Hilly,Tropical,0
720,COASTAL ANDHRA PRADESH,1980,1014.8,Jan-Feb,2.9,0,Coastal,Warm,0
721,COASTAL ANDHRA PRADESH,1980,1014.8,Mar-May,53.2,0,Coastal,Warm,0
722,COASTAL ANDHRA PRADESH,1980,1014.8,Jun-Sep,691.5,0,Coastal,Warm,1
723,COASTAL ANDHRA PRADESH,1980,1014.8,Oct-Dec,267.2,0,Coastal,Warm,0
724,COASTAL ANDHRA PRADESH,1981,929.3,Jan-Feb,16.0,0,Coastal,Warm,0
725,COASTAL ANDHRA PRADESH,1981,929.3,Mar-May,108.9,0,Coastal,Warm,0
726,COASTAL ANDHRA PRADESH,1981,929.3,Jun-Sep,694.5,0,Coastal,Warm,1
727,COASTAL ANDHRA PRADESH,1981,929.3,Oct-Dec,109.8,0,Coastal,Warm,0
728,COASTAL ANDHRA PRADESH,1982,888.5,Jan-Feb,2.1,0,Coastal,Warm,0
729,COASTAL ANDHRA PRADESH,1982,888.5,Mar-May,92.7,0,Coastal,Warm,0
730,COASTAL ANDHRA PRADESH,1982,888.5,Jun-Sep,529.5,0,Coastal,Warm,0
731,COASTAL ANDHRA PRADESH,1982,888.5,Oct-Dec,264.2,0,Coastal,Warm,0
732,COASTAL ANDHRA PRADESH,1983,1196.0,Jan-Feb,17.4,0,Coastal,Warm,0
733,COASTAL ANDHRA PRADESH,1983,1196.0,Mar-May,69.6,0,Coastal,Warm,0
734,COASTAL ANDHRA PRADESH,1983,1196.0,Jun-Sep,858.5,1,Coastal,Warm,1
735,COASTAL ANDHRA PRADESH,1983,1196.0,Oct-Dec,250.6,0,Coastal,Warm,0
736,COASTAL ANDHRA PRADESH,1984,785.2,Jan-Feb,15.5,0,Coastal,Warm,0
737,COASTAL ANDHRA PRADESH,1984,785.2,Mar-May,49.5,0,Coastal,Warm,0
738,COASTAL ANDHRA PRADESH,1984,785.2,Jun-Sep,585.9,0,Coastal,Warm,0
739,COASTAL ANDHRA PRADESH,1984,785.2,Oct-Dec,134.3,0,Coastal,Warm,0
740,COASTAL ANDHRA PRADESH,1985,967.6,Jan-Feb,43.1,0,Coastal,Warm,0
741,COASTAL ANDHRA PRADESH,1985,967.6,Mar-May,26.6,0,Coastal,Warm,0
742,COASTAL ANDHRA PRADESH,1985,967.6,Jun-Sep,571.6,0,Coastal,Warm,0
743,COASTAL ANDHRA PRADESH,1985,967.6,Oct-Dec,326.3,0,Coastal,Warm,0
744,COASTAL ANDHRA PRADESH,1986,1009.7,Jan-Feb,58.4,0,Coastal,Warm,0
745,COASTAL ANDHRA PRADESH,1986,1009.7,Mar-May,72.9,0,Coastal,Warm,0
746,COASTAL ANDHRA PRADESH,1986,1009.7,Jun-Sep,638.4,0,Coastal,Warm,1
747,COASTAL ANDHRA PRADESH,1986,1009.7,Oct-Dec,239.9,0,Coastal,Warm,0
748,COASTAL ANDHRA PRADESH,1987,1079.9,Jan-Feb,21.1,0,Coastal,Warm,0
749,COASTAL ANDHRA PRADESH,1987,1079.9,Mar-May,93.9,0,Coastal,Warm,0
750,COASTAL ANDHRA PRADESH,1987,1079.9,Jun-Sep,442.2,0,Coastal,Warm,0
751,COASTAL ANDHRA PRADESH,1987,1079.9,Oct-Dec,522.8,0,Coastal,Warm,0
752,COASTAL ANDHRA PRADESH,1988,1164.8,Jan-Feb,16.7,0,Coastal,Warm,0
753,COASTAL ANDHRA PRADESH,1988,1164.8,Mar-May,110.3,0,Coastal,Warm,0
754,COASTAL ANDHRA PRADESH,1988,1164.8,Jun-Sep,928.9,1,Coastal,Warm,1
755,COASTAL ANDHRA PRADESH,1988,1164.8,Oct-Dec,109.0,0,Coastal,Warm,0
756,COASTAL ANDHRA PRADESH,1989,1030.0,Jan-Feb,0.2,0,Coastal,Warm,0
757,COASTAL ANDHRA PRADESH,1989,1030.0,Mar-May,76.6,0,Coastal,Warm,0
758,COASTAL ANDHRA PRADESH,1989,1030.0,Jun-Sep,883.0,0,Coastal,Warm,3
759,COASTAL ANDHRA PRADESH,1989,1030.0,Oct-Dec,70.3,0,Coastal,Warm,0
760,COASTAL ANDHRA PRADESH,1990,1611.1,Jan-Feb,91.4,0,Coastal,Warm,0
761,COASTAL ANDHRA PRADESH,1990,1611.1,Mar-May,616.4,1,Coastal,Warm,1
762,COASTAL ANDHRA PRADESH,1990,1611.1,Jun-Sep,591.5,0,Coastal,Warm,0
763,COASTAL ANDHRA PRADESH,1990,1611.1,Oct-Dec,311.9,0,Coastal,Warm,0
764,COASTAL ANDHRA PRADESH,1991,1122.1,Jan-Feb,22.8,0,Coastal,Warm,0
765,COASTAL ANDHRA PRADESH,1991,1122.1,Mar-May,49.0,0,Coastal,Warm,0
766,COASTAL ANDHRA PRADESH,1991,1122.1,Jun-Sep,760.9,0,Coastal,Warm,2
767,COASTAL ANDHRA PRADESH,1991,1122.1,Oct-Dec,289.3,0,Coastal,Warm,0
768,COASTAL ANDHRA PRADESH,1992,1001.0,Jan-Feb,17.4,0,Coastal,Warm,0
769,COASTAL ANDHRA PRADESH,1992,1001.0,Mar-May,54.6,0,Coastal,Warm,0
770,COASTAL ANDHRA PRADESH,1992,1001.0,Jun-Sep,637.1,0,Coastal,Warm,1
771,COASTAL ANDHRA PRADESH,1992,1001.0,Oct-Dec,291.8,0,Coastal,Warm,0
772,COASTAL ANDHRA PRADESH,1993,869.7,Jan-Feb,12.0,0,Coastal,Warm,0
773,COASTAL ANDHRA PRADESH,1993,869.7,Mar-May,114.9,0,Coastal,Warm,0
774,COASTAL ANDHRA PRADESH,1993,869.7,Jun-Sep,511.7,0,Coastal,Warm,0
775,COASTAL ANDHRA PRADESH,1993,869.7,Oct-Dec,231.2,0,Coastal,Warm,0
776,COASTAL ANDHRA PRADESH,1994,1155.1,Jan-Feb,24.6,0,Coastal,Warm,0
777,COASTAL ANDHRA PRADESH,1994,1155.1,Mar-May,83.0,0,Coastal,Warm,0
778,COASTAL ANDHRA PRADESH,1994,1155.1,Jun-Sep,574.4,0,Coastal,Warm,0
779,COASTAL ANDHRA PRADESH,1994,1155.1,Oct-Dec,473.1,0,Coastal,Warm,0
780,COASTAL ANDHRA PRADESH,1995,1352.0,Jan-Feb,30.1,0,Coastal,Warm,0
781,COASTAL ANDHRA PRADESH,1995,1352.0,Mar-May,289.6,0,Coastal,Warm,0
782,COASTAL ANDHRA PRADESH,1995,1352.0,Jun-Sep,646.6,0,Coastal,Warm,1
783,COASTAL ANDHRA PRADESH,1995,1352.0,Oct-Dec,385.8,0,Coastal,Warm,0
784,COASTAL ANDHRA PRADESH,1996,1210.9,Jan-Feb,9.3,0,Coastal,Warm,0
785,COASTAL ANDHRA PRADESH,1996,1210.9,Mar-May,51.9,0,Coastal,Warm,0
786,COASTAL ANDHRA PRADESH,1996,1210.9,Jun-Sep,829.4,2,Coastal,Warm,2
787,COASTAL ANDHRA PRADESH,1996,1210.9,Oct-Dec,320.3,0,Coastal,Warm,0
788,COASTAL ANDHRA PRADESH,1997,972.1,Jan-Feb,20.7,0,Coastal,Warm,0
789,COASTAL ANDHRA PRADESH,1997,972.1,Mar-May,107.6,0,Coastal,Warm,0
790,COASTAL ANDHRA PRADESH,1997,972.1,Jun-Sep,662.7,0,Coastal,Warm,1
791,COASTAL ANDHRA PRADESH,1997,972.1,Oct-Dec,181.0,0,Coastal,Warm,0
792,COASTAL ANDHRA PRADESH,1998,1310.8,Jan-Feb,48.3,0,Coastal,Warm,0
793,COASTAL ANDHRA PRADESH,1998,1310.8,Mar-May,97.2,0,Coastal,Warm,0
794,COASTAL ANDHRA PRADESH,1998,1310.8,Jun-Sep,858.0,2,Coastal,Warm,2
795,COASTAL ANDHRA PRADESH,1998,1310.8,Oct-Dec,307.2,0,Coastal,Warm,0
796,COASTAL ANDHRA PRADESH,1999,825.1,Jan-Feb,2.8,0,Coastal,Warm,0
797,COASTAL ANDHRA PRADESH,1999,825.1,Mar-May,85.4,0,Coastal,Warm,0
798,COASTAL ANDHRA PRADESH,1999,825.1,Jun-Sep,554.7,0,Coastal,Warm,0
799,COASTAL ANDHRA PRADESH,1999,825.1,Oct-Dec,182.2,0,Coastal,Warm,0
800,COASTAL ANDHRA PRADESH,2000,992.3,Jan-Feb,42.5,0,Coastal,Warm,0
801,COASTAL ANDHRA PRADESH,2000,992.3,Mar-May,88.3,0,Coastal,Warm,0
802,COASTAL ANDHRA PRADESH,2000,992.3,Jun-Sep,768.9,0,Coastal,Warm,2
803,COASTAL ANDHRA PRADESH,2000,992.3,Oct-Dec,92.6,0,Coastal,Warm,0
804,COASTAL ANDHRA PRADESH,2001,1009.3,Jan-Feb,8.4,0,Coastal,Warm,0
805,COASTAL ANDHRA PRADESH,2001,1009.3,Mar-May,124.8,0,Coastal,Warm,0
806,COASTAL ANDHRA PRADESH,2001,1009.3,Jun-Sep,598.1,0,Coastal,Warm,0
807,COASTAL ANDHRA PRADESH,2001,1009.3,Oct-Dec,278.0,0,Coastal,Warm,0
808,COASTAL ANDHRA PRADESH,2002,703.2,Jan-Feb,28.0,0,Coastal,Warm,0
809,COASTAL ANDHRA PRADESH,2002,703.2,Mar-May,77.1,0,Coastal,Warm,0
810,COASTAL ANDHRA PRADESH,2002,703.2,Jun-Sep,435.0,0,Coastal,Warm,0
811,COASTAL ANDHRA PRADESH,2002,703.2,Oct-Dec,163.0,0,Coastal,Warm,0
812,COASTAL ANDHRA PRADESH,2003,1096.8,Jan-Feb,25.6,0,Coastal,Warm,0
813,COASTAL ANDHRA PRADESH,2003,1096.8,Mar-May,72.3,0,Coastal,Warm,0
814,COASTAL ANDHRA PRADESH,2003,1096.8,Jun-Sep,634.1,0,Coastal,Warm,1
815,COASTAL ANDHRA PRADESH,2003,1096.8,Oct-Dec,364.9,0,Coastal,Warm,0
816,COASTAL ANDHRA PRADESH,2004,873.6,Jan-Feb,35.3,0,Coastal,Warm,0
817,COASTAL ANDHRA PRADESH,2004,873.6,Mar-May,109.3,0,Coastal,Warm,0
818,COASTAL ANDHRA PRADESH,2004,873.6,Jun-Sep,571.5,0,Coastal,Warm,0
819,COASTAL ANDHRA PRADESH,2004,873.6,Oct-Dec,157.5,0,Coastal,Warm,0
820,COASTAL ANDHRA PRADESH,2005,1221.6,Jan-Feb,21.6,0,Coastal,Warm,0
821,COASTAL ANDHRA PRADESH,2005,1221.6,Mar-May,98.0,0,Coastal,Warm,0
822,COASTAL ANDHRA PRADESH,2005,1221.6,Jun-Sep,743.6,0,Coastal,Warm,2
823,COASTAL ANDHRA PRADESH,2005,1221.6,Oct-Dec,358.4,0,Coastal,Warm,0
824,COASTAL ANDHRA PRADESH,2006,1159.6,Jan-Feb,0.0,0,Coastal,Warm,0
825,COASTAL ANDHRA PRADESH,2006,1159.6,Mar-May,156.3,0,Coastal,Warm,0
826,COASTAL ANDHRA PRADESH,2006,1159.6,Jun-Sep,762.6,0,Coastal,Warm,2
827,COASTAL ANDHRA PRADESH,2006,1159.6,Oct-Dec,240.7,0,Coastal,Warm,0
828,COASTAL ANDHRA PRADESH,2007,1099.2,Jan-Feb,5.1,0,Coastal,Warm,0
829,COASTAL ANDHRA PRADESH,2007,1099.2,Mar-May,21.6,0,Coastal,Warm,0
830,COASTAL ANDHRA PRADESH,2007,1099.2,Jun-Sep,892.5,0,Coastal,Warm,3
831,COASTAL ANDHRA PRADESH,2007,1099.2,Oct-Dec,180.0,0,Coastal,Warm,0
832,COASTAL ANDHRA PRADESH,2008,1107.5,Jan-Feb,64.8,0,Coastal,Warm,0
833,COASTAL ANDHRA PRADESH,2008,1107.5,Mar-May,147.1,0,Coastal,Warm,0
834,COASTAL ANDHRA PRADESH,2008,1107.5,Jun-Sep,771.4,1,Coastal,Warm,1
835,COASTAL ANDHRA PRADESH,2008,1107.5,Oct-Dec,124.2,0,Coastal,Warm,0
836,COASTAL ANDHRA PRADESH,2009,790.5,Jan-Feb,0.0,0,Coastal,Warm,0
837,COASTAL ANDHRA PRADESH,2009,790.5,Mar-May,65.1,0,Coastal,Warm,0
838,COASTAL ANDHRA PRADESH,2009,790.5,Jun-Sep,528.8,0,Coastal,Warm,0
839,COASTAL ANDHRA PRADESH,2009,790.5,Oct-Dec,196.5,0,Coastal,Warm,0
840,COASTAL ANDHRA PRADESH,2010,1712.4,Jan-Feb,24.1,0,Coastal,Warm,0
841,COASTAL ANDHRA PRADESH,2010,1712.4,Mar-May,181.2,0,Coastal,Warm,0
842,COASTAL ANDHRA PRADESH,2010,1712.4,Jun-Sep,954.0,2,Coastal,Warm,2
843,COASTAL ANDHRA PRADESH,2010,1712.4,Oct-Dec,553.1,0,Coastal,Warm,0
844,COASTAL ANDHRA PRADESH,2011,861.9,Jan-Feb,17.9,0,Coastal,Warm,0
845,COASTAL ANDHRA PRADESH,2011,861.9,Mar-May,131.2,0,Coastal,Warm,0
846,COASTAL ANDHRA PRADESH,2011,861.9,Jun-Sep,628.4,0,Coastal,Warm,1
847,COASTAL ANDHRA PRADESH,2011,861.9,Oct-Dec,84.4,0,Coastal,Warm,0
848,COASTAL ANDHRA PRADESH,2012,1318.4,Jan-Feb,37.6,0,Coastal,Warm,0
849,COASTAL ANDHRA PRADESH,2012,1318.4,Mar-May,66.1,0,Coastal,Warm,0
850,COASTAL ANDHRA PRADESH,2012,1318.4,Jun-Sep,785.0,2,Coastal,Warm,2
851,COASTAL ANDHRA PRADESH,2012,1318.4,Oct-Dec,429.7,0,Coastal,Warm,0
852,COASTAL ANDHRA PRADESH,2013,1120.5,Jan-Feb,31.7,0,Coastal,Warm,0
853,COASTAL ANDHRA PRADESH,2013,1120.5,Mar-May,76.4,0,Coastal,Warm,0
854,COASTAL ANDHRA PRADESH,2013,1120.5,Jun-Sep,545.0,1,Coastal,Warm,1
855,COASTAL ANDHRA PRADESH,2013,1120.5,Oct-Dec,467.4,0,Coastal,Warm,0
856,COASTAL ANDHRA PRADESH,2014,874.9,Jan-Feb,1.5,0,Coastal,Warm,0
857,COASTAL ANDHRA PRADESH,2014,874.9,Mar-May,128.0,0,Coastal,Warm,0
858,COASTAL ANDHRA PRADESH,2014,874.9,Jun-Sep,519.7,0,Coastal,Warm,0
859,COASTAL ANDHRA PRADESH,2014,874.9,Oct-Dec,225.7,0,Coastal,Warm,0
860,COASTAL ANDHRA PRADESH,2015,1010.9,Jan-Feb,2.5,0,Coastal,Warm,0
861,COASTAL ANDHRA PRADESH,2015,1010.9,Mar-May,71.9,0,Coastal,Warm,0
862,COASTAL ANDHRA PRADESH,2015,1010.9,Jun-Sep,793.6,0,Coastal,Warm,2
863,COASTAL ANDHRA PRADESH,2015,1010.9,Oct-Dec,142.8,0,Coastal,Warm,0
864,COASTAL KARNATAKA,1980,3762.0,Jan-Feb,0.0,0,Coastal,Rainy Tropical,0
865,COASTAL KARNATAKA,1980,3762.0,Mar-May,136.5,0,Coastal,Rainy Tropical,0
866,COASTAL KARNATAKA,1980,3762.0,Jun-Sep,3455.2,0,Coastal,Rainy Tropical,2
867,COASTAL KARNATAKA,1980,3762.0,Oct-Dec,170.3,0,Coastal,Rainy Tropical,0
868,COASTAL KARNATAKA,1981,3848.6,Jan-Feb,0.7,0,Coastal,Rainy Tropical,0
869,COASTAL KARNATAKA,1981,3848.6,Mar-May,76.9,0,Coastal,Rainy Tropical,0
870,COASTAL KARNATAKA,1981,3848.6,Jun-Sep,3591.0,1,Coastal,Rainy Tropical,1
871,COASTAL KARNATAKA,1981,3848.6,Oct-Dec,179.9,0,Coastal,Rainy Tropical,0
872,COASTAL KARNATAKA,1982,4090.9,Jan-Feb,0.3,0,Coastal,Rainy Tropical,0
873,COASTAL KARNATAKA,1982,4090.9,Mar-May,91.1,0,Coastal,Rainy Tropical,0
874,COASTAL KARNATAKA,1982,4090.9,Jun-Sep,3798.2,1,Coastal,Rainy Tropical,1
875,COASTAL KARNATAKA,1982,4090.9,Oct-Dec,201.2,0,Coastal,Rainy Tropical,0
876,COASTAL KARNATAKA,1983,3942.2,Jan-Feb,0.0,0,Coastal,Rainy Tropical,0
877,COASTAL KARNATAKA,1983,3942.2,Mar-May,24.4,0,Coastal,Rainy Tropical,0
878,COASTAL KARNATAKA,1983,3942.2,Jun-Sep,3701.5,0,Coastal,Rainy Tropical,5
879,COASTAL KARNATAKA,1983,3942.2,Oct-Dec,216.4,0,Coastal,Rainy Tropical,0
880,COASTAL KARNATAKA,1984,3359.0,Jan-Feb,10.3,0,Coastal,Rainy Tropical,0
881,COASTAL KARNATAKA,1984,3359.0,Mar-May,104.9,0,Coastal,Rainy Tropical,0
882,COASTAL KARNATAKA,1984,3359.0,Jun-Sep,3004.6,0,Coastal,Rainy Tropical,2
883,COASTAL KARNATAKA,1984,3359.0,Oct-Dec,239.2,0,Coastal,Rainy Tropical,0
884,COASTAL KARNATAKA,1985,3015.7,Jan-Feb,5.3,0,Coastal,Rainy Tropical,0
885,COASTAL KARNATAKA,1985,3015.7,Mar-May,91.4,0,Coastal,Rainy Tropical,0
886,COASTAL KARNATAKA,1985,3015.7,Jun-Sep,2621.3,0,Coastal,Rainy Tropical,0
887,COASTAL KARNATAKA,1985,3015.7,Oct-Dec,297.8,0,Coastal,Rainy Tropical,0
888,COASTAL KARNATAKA,1986,2934.5,Jan-Feb,0.4,0,Coastal,Rainy Tropical,0
889,COASTAL KARNATAKA,1986,2934.5,Mar-May,32.0,0,Coastal,Rainy Tropical,0
890,COASTAL KARNATAKA,1986,2934.5,Jun-Sep,2685.0,0,Coastal,Rainy Tropical,0
891,COASTAL KARNATAKA,1986,2934.5,Oct-Dec,217.1,0,Coastal,Rainy Tropical,0
892,COASTAL KARNATAKA,1987,2716.2,Jan-Feb,0.0,0,Coastal,Rainy Tropical,0
893,COASTAL KARNATAKA,1987,2716.2,Mar-May,65.4,0,Coastal,Rainy Tropical,0
894,COASTAL KARNATAKA,1987,2716.2,Jun-Sep,2329.0,0,Coastal,Rainy Tropical,0
895,COASTAL KARNATAKA,1987,2716.2,Oct-Dec,321.8,0,Coastal,Rainy Tropical,0
896,COASTAL KARNATAKA,1988,3466.6,Jan-Feb,0.2,0,Coastal,Rainy Tropical,0
897,COASTAL KARNATAKA,1988,3466.6,Mar-May,60.5,0,Coastal,Rainy Tropical,0
898,COASTAL KARNATAKA,1988,3466.6,Jun-Sep,3269.5,1,Coastal,Rainy Tropical,1
899,COASTAL KARNATAKA,1988,3466.6,Oct-Dec,136.4,0,Coastal,Rainy Tropical,0
900,COASTAL KARNATAKA,1989,3215.6,Jan-Feb,0.0,0,Coastal,Rainy Tropical,0
901,COASTAL KARNATAKA,1989,3215.6,Mar-May,84.4,0,Coastal,Rainy Tropical,0
902,COASTAL KARNATAKA,1989,3215.6,Jun-Sep,2960.9,0,Coastal,Rainy Tropical,1
903,COASTAL KARNATAKA,1989,3215.6,Oct-Dec,170.3,0,Coastal,Rainy Tropical,0
904,COASTAL KARNATAKA,1990,4120.4,Jan-Feb,1.7,0,Coastal,Rainy Tropical,0
905,COASTAL KARNATAKA,1990,4120.4,Mar-May,348.4,0,Coastal,Rainy Tropical,0
906,COASTAL KARNATAKA,1990,4120.4,Jun-Sep,3460.2,2,Coastal,Rainy Tropical,2
907,COASTAL KARNATAKA,1990,4120.4,Oct-Dec,310.1,0,Coastal,Rainy Tropical,0
908,COASTAL KARNATAKA,1991,3719.7,Jan-Feb,0.1,0,Coastal,Rainy Tropical,0
909,COASTAL KARNATAKA,1991,3719.7,Mar-May,143.9,0,Coastal,Rainy Tropical,0
910,COASTAL KARNATAKA,1991,3719.7,Jun-Sep,3417.5,2,Coastal,Rainy Tropical,2
911,COASTAL KARNATAKA,1991,3719.7,Oct-Dec,158.1,0,Coastal,Rainy Tropical,0
912,COASTAL KARNATAKA,1992,3882.2,Jan-Feb,0.0,0,Coastal,Rainy Tropical,0
913,COASTAL KARNATAKA,1992,3882.2,Mar-May,94.2,0,Coastal,Rainy Tropical,0
914,COASTAL KARNATAKA,1992,3882.2,Jun-Sep,3412.6,2,Coastal,Rainy Tropical,2
915,COASTAL KARNATAKA,1992,3882.2,Oct-Dec,375.4,0,Coastal,Rainy Tropical,0
916,COASTAL KARNATAKA,1993,3481.3,Jan-Feb,0.1,0,Coastal,Rainy Tropical,0
917,COASTAL KARNATAKA,1993,3481.3,Mar-May,96.7,0,Coastal,Rainy Tropical,0
918,COASTAL KARNATAKA,1993,3481.3,Jun-Sep,2944.8,1,Coastal,Rainy Tropical,1
919,COASTAL KARNATAKA,1993,3481.3,Oct-Dec,439.8,0,Coastal,Rainy Tropical,0
920,COASTAL KARNATAKA,1994,4636.3,Jan-Feb,3.5,0,Coastal,Rainy Tropical,0
921,COASTAL KARNATAKA,1994,4636.3,Mar-May,123.2,0,Coastal,Rainy Tropical,0
922,COASTAL KARNATAKA,1994,4636.3,Jun-Sep,4144.4,3,Coastal,Rainy Tropical,3
923,COASTAL KARNATAKA,1994,4636.3,Oct-Dec,365.2,0,Coastal,Rainy Tropical,0
924,COASTAL KARNATAKA,1995,3357.8,Jan-Feb,3.7,0,Coastal,Rainy Tropical,0
925,COASTAL KARNATAKA,1995,3357.8,Mar-May,159.6,0,Coastal,Rainy Tropical,0
926,COASTAL KARNATAKA,1995,3357.8,Jun-Sep,2945.0,0,Coastal,Rainy Tropical,1
927,COASTAL KARNATAKA,1995,3357.8,Oct-Dec,249.5,0,Coastal,Rainy Tropical,0
928,COASTAL KARNATAKA,1996,3188.9,Jan-Feb,0.3,0,Coastal,Rainy Tropical,0
929,COASTAL KARNATAKA,1996,3188.9,Mar-May,46.9,0,Coastal,Rainy Tropical,0
930,COASTAL KARNATAKA,1996,3188.9,Jun-Sep,2816.8,0,Coastal,Rainy Tropical,1
931,COASTAL KARNATAKA,1996,3188.9,Oct-Dec,324.9,0,Coastal,Rainy Tropical,0
932,COASTAL KARNATAKA,1997,3953.6,Jan-Feb,0.7,0,Coastal,Rainy Tropical,0
933,COASTAL KARNATAKA,1997,3953.6,Mar-May,59.5,0,Coastal,Rainy Tropical,0
934,COASTAL KARNATAKA,1997,3953.6,Jun-Sep,3575.8,2,Coastal,Rainy Tropical,2
935,COASTAL KARNATAKA,1997,3953.6,Oct-Dec,317.5,0,Coastal,Rainy Tropical,0
936,COASTAL KARNATAKA,1998,3707.9,Jan-Feb,0.0,0,Coastal,Rainy Tropical,0
937,COASTAL KARNATAKA,1998,3707.9,Mar-May,80.0,0,Coastal,Rainy Tropical,0
938,COASTAL KARNATAKA,1998,3707.9,Jun-Sep,3265.1,2,Coastal,Rainy Tropical,2
939,COASTAL KARNATAKA,1998,3707.9,Oct-Dec,362.9,0,Coastal,Rainy Tropical,0
940,COASTAL KARNATAKA,1999,3779.9,Jan-Feb,0.4,0,Coastal,Rainy Tropical,0
941,COASTAL KARNATAKA,1999,3779.9,Mar-May,343.0,0,Coastal,Rainy Tropical,0
942,COASTAL KARNATAKA,1999,3779.9,Jun-Sep,3084.9,1,Coastal,Rainy Tropical,1
943,COASTAL KARNATAKA,1999,3779.9,Oct-Dec,351.5,0,Coastal,Rainy Tropical,0
944,COASTAL KARNATAKA,2000,3351.3,Jan-Feb,15.5,0,Coastal,Rainy Tropical,0
945,COASTAL KARNATAKA,2000,3351.3,Mar-May,243.0,0,Coastal,Rainy Tropical,0
946,COASTAL KARNATAKA,2000,3351.3,Jun-Sep,2903.3,0,Coastal,Rainy Tropical,1
947,COASTAL KARNATAKA,2000,3351.3,Oct-Dec,189.6,0,Coastal,Rainy Tropical,0
948,COASTAL KARNATAKA,2001,3111.6,Jan-Feb,1.0,0,Coastal,Rainy Tropical,0
949,COASTAL KARNATAKA,2001,3111.6,Mar-May,228.7,0,Coastal,Rainy Tropical,0
950,COASTAL KARNATAKA,2001,3111.6,Jun-Sep,2663.1,0,Coastal,Rainy Tropical,0
951,COASTAL KARNATAKA,2001,3111.6,Oct-Dec,218.9,0,Coastal,Rainy Tropical,0
952,COASTAL KARNATAKA,2002,2793.1,Jan-Feb,11.8,0,Coastal,Rainy Tropical,0
953,COASTAL KARNATAKA,2002,2793.1,Mar-May,195.3,0,Coastal,Rainy Tropical,0
954,COASTAL KARNATAKA,2002,2793.1,Jun-Sep,2205.0,0,Coastal,Rainy Tropical,0
955,COASTAL KARNATAKA,2002,2793.1,Oct-Dec,381.0,0,Coastal,Rainy Tropical,0
956,COASTAL KARNATAKA,2003,3071.9,Jan-Feb,3.8,0,Coastal,Rainy Tropical,0
957,COASTAL KARNATAKA,2003,3071.9,Mar-May,55.9,0,Coastal,Rainy Tropical,0
958,COASTAL KARNATAKA,2003,3071.9,Jun-Sep,2817.9,0,Coastal,Rainy Tropical,1
959,COASTAL KARNATAKA,2003,3071.9,Oct-Dec,194.4,0,Coastal,Rainy Tropical,0
960,COASTAL KARNATAKA,2004,3070.0,Jan-Feb,0.1,0,Coastal,Rainy Tropical,0
961,COASTAL KARNATAKA,2004,3070.0,Mar-May,360.3,0,Coastal,Rainy Tropical,0
962,COASTAL KARNATAKA,2004,3070.0,Jun-Sep,2552.8,0,Coastal,Rainy Tropical,0
963,COASTAL KARNATAKA,2004,3070.0,Oct-Dec,156.8,0,Coastal,Rainy Tropical,0
964,COASTAL KARNATAKA,2005,3470.9,Jan-Feb,0.6,0,Coastal,Rainy Tropical,0
965,COASTAL KARNATAKA,2005,3470.9,Mar-May,117.5,0,Coastal,Rainy Tropical,0
966,COASTAL KARNATAKA,2005,3470.9,Jun-Sep,3147.2,0,Coastal,Rainy Tropical,2
967,COASTAL KARNATAKA,2005,3470.9,Oct-Dec,205.6,0,Coastal,Rainy Tropical,0
968,COASTAL KARNATAKA,2006,3837.3,Jan-Feb,1.0,0,Coastal,Rainy Tropical,0
969,COASTAL KARNATAKA,2006,3837.3,Mar-May,366.3,0,Coastal,Rainy Tropical,0
970,COASTAL KARNATAKA,2006,3837.3,Jun-Sep,3160.6,1,Coastal,Rainy Tropical,1
971,COASTAL KARNATAKA,2006,3837.3,Oct-Dec,309.4,0,Coastal,Rainy Tropical,0
972,COASTAL KARNATAKA,2007,3860.2,Jan-Feb,0.0,0,Coastal,Rainy Tropical,0
973,COASTAL KARNATAKA,2007,3860.2,Mar-May,101.9,0,Coastal,Rainy Tropical,0
974,COASTAL KARNATAKA,2007,3860.2,Jun-Sep,3567.2,2,Coastal,Rainy Tropical,2
975,COASTAL KARNATAKA,2007,3860.2,Oct-Dec,191.1,0,Coastal,Rainy Tropical,0
976,COASTAL KARNATAKA,2008,3206.4,Jan-Feb,14.8,0,Coastal,Rainy Tropical,0
977,COASTAL KARNATAKA,2008,3206.4,Mar-May,259.0,0,Coastal,Rainy Tropical,0
978,COASTAL KARNATAKA,2008,3206.4,Jun-Sep,2808.1,0,Coastal,Rainy Tropical,1
979,COASTAL KARNATAKA,2008,3206.4,Oct-Dec,124.4,0,Coastal,Rainy Tropical,0
980,COASTAL KARNATAKA,2009,3862.0,Jan-Feb,0.4,0,Coastal,Rainy Tropical,0
981,COASTAL KARNATAKA,2009,3862.0,Mar-May,160.4,0,Coastal,Rainy Tropical,0
982,COASTAL KARNATAKA,2009,3862.0,Jun-Sep,3246.0,1,Coastal,Rainy Tropical,1
983,COASTAL KARNATAKA,2009,3862.0,Oct-Dec,455.2,0,Coastal,Rainy Tropical,0
984,COASTAL KARNATAKA,2010,3686.8,Jan-Feb,14.8,0,Coastal,Rainy Tropical,0
